,Unnamed: 0,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),위생업태명,남성종사자수,여성종사자수,영업장주변구분명,등급구분명,급수시설구분명,총인원,본사종업원수,공장사무직종업원수,공장판매직종업원수,공장생산직종업원수,건물소유구분명,보증액,월세액,다중이용업소여부,시설총규모,전통업소지정번호,전통업소주된음식,홈페이지
13126,13126,3040000,3040000-101-2014-00379,2014-12-18,,1,영업/정상,1,영업,,,,,,37.26,143-822,서울특별시 광진구 구의동 214-6 1층 ,"서울특별시 광진구 구의강변로 86, 1층 (구의동)",5117.0,매일더맥주강변점,2022-07-01 19:52:05,U,2022-07-03 02:40:00.0,호프/통닭,208232.225102078,448435.883265128,호프/통닭,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,37.26,,,
13187,13187,3040000,3040000-101-2015-00049,2015-03-10,,1,영업/정상,1,영업,,,,,,49.29,143-915,서울특별시 광진구 화양동 213 ,"서울특별시 광진구 능동로19길 12, 2층 전부호 (화양동)",5009.0,쭈꾸미신,2024-08-22 10:37:55,U,2024-08-24 02:40:00.0,호프/통닭,206387.925766945,449434.26661297,호프/통닭,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,49.29,,,
13252,13252,3040000,3040000-101-2015-00114,2015-05-07,,1,영업/정상,1,영업,,,,,,25.96,143-838,서울특별시 광진구 군자동 474-36 1층 ,"서울특별시 광진구 군자로 175, 1층 (군자동)",4996.0,보리&치킨,2020-08-12 09:50:00,U,2020-08-14 02:40:00.0,호프/통닭,206790.496614429,450454.546249287,호프/통닭,,,,,,,,,,,,,,N,25.96,,,
13278,13278,3040000,3040000-101-2015-00140,2015-06-03,,1,영업/정상,1,영업,,,,,,25.0,143-900,서울특별시 광진구 중곡동 691-6번지 1층 ,"서울특별시 광진구 면목로 169, 1층 (중곡동)",4905.0,5678호프치킨,2019-03-25 10:23:51,U,2019-03-27 02:40:00.0,호프/통닭,207219.441981829,451794.928886123,호프/통닭,,,,,,,,,,,,,,N,25.0,,,
13281,13281,3040000,3040000-101-2015-00143,2015-06-05,,1,영업/정상,1,영업,,,,,,72.94,143-899,서울특별시 광진구 중곡동 164-1 1층 ,"서울특별시 광진구 능동로 373, 1층 (중곡동)",4909.0,역전할머니맥주 용마사거리점,2023-12-01 14:49:54,U,2023-12-03 02:40:00.0,호프/통닭,207198.940018082,451163.701831876,호프/통닭,,,,,,,,,,,,,,N,72.94,,,
13285,13285,3040000,3040000-101-2015-00147,2015-06-10,,1,영업/정상,1,영업,,,,,02466 9989,27.0,143-917,서울특별시 광진구 화양동 36-59 1층 ,"서울특별시 광진구 동일로24길 29, 1층 (화양동)",5015.0,초입,2022-07-01 14:43:57,U,2022-07-03 02:40:00.0,호프/통닭,205838.018172316,449050.293578851,호프/통닭,,,,,,,,,,,,,,N,27.0,,,
13307,13307,3040000,3040000-101-2015-00169,2015-07-01,,1,영업/정상,1,영업,,,,,02 444 3850,,143-926,서울특별시 광진구 화양동 516-5번지 1층 ,"서울특별시 광진구 능동로16길 42, 1층 (화양동)",5021.0,신통치킨,2015-07-01 16:02:31,I,2018-08-31 23:59:59.0,호프/통닭,206586.084386085,449194.461283313,호프/통닭,,,,,,,,,,,,,,N,49.5,,,
13326,13326,3040000,3040000-101-2015-00188,2015-07-14,,1,영업/정상,1,영업,,,,,,,143-917,서울특별시 광진구 화양동 47-55번지 지하1층 ,"서울특별시 광진구 아차산로29길 35, 지하1층 (화양동)",5018.0,소셜노어펍(Social Noir Pub),2015-07-14 16:09:26,I,2018-08-31 23:59:59.0,호프/통닭,206004.690245065,448915.131601242,호프/통닭,,,,,,,,,,,,,,N,64.64,,,
13359,13359,3040000,3040000-101-2015-00221,2015-08-06,,1,영업/정상,1,영업,,,,,02466 6001,33.0,143-917,서울특별시 광진구 화양동 48-25 1층 ,"서울특별시 광진구 아차산로29길 7, 1층 (화양동)",5019.0,바른치킨건대점,2022-09-19 16:15:22,U,2022-09-21 02:40:00.0,호프/통닭,205948.348025434,448786.669354019,호프/통닭,,,,,,,,,,,,,,N,33.0,,,
13376,13376,3040000,3040000-101-2015-00238,2015-08-20,,1,영업/정상,1,영업,,,,,,,143-865,서울특별시 광진구 자양동 605-30번지 1층 ,"서울특별시 광진구 자양번영로4길 63, 1층층 (자양동)",5099.0,핫머니치킨,2015-08-20 13:29:15,I,2018-08-31 23:59:59.0,호프/통닭,206907.850814228,447640.601132788,호프/통닭,,,,,,,,,,,,,,N,23.57,,,
13378,13378,3040000,3040000-101-2015-00240,2015-08-21,,1,영업/정상,1,영업,,,,,,144.16,143-842,서울특별시 광진구 자양동 851-19 2층 ,"서울특별시 광진구 능동로7길 50, 2층 (자양동)",5075.0,청송호프,2024-02-02 10:42:24,U,2024-02-04 02:40:00.0,호프/통닭,205800.186223739,448390.088509972,호프/통닭,,,,,,,,,,,,,,Y,144.16,,,
13405,13405,3040000,3040000-101-2015-00267,2015-09-18,,1,영업/정상,1,영업,,,,,,54.28,143-912,서울특별시 광진구 중곡동 649-9번지 1층 ,"서울특별시 광진구 능동로37길 7, 1층 (중곡동)",4919.0,위드치킨호프,2018-08-31 15:26:35,U,2018-12-06 02:40:00.0,호프/통닭,206944.05555871,450632.562706674,호프/통닭,,,,,상수도전용,,,,,,,,,N,54.28,,,
13407,13407,3040000,3040000-101-2015-00269,2015-09-18,,1,영업/정상,1,영업,,,,,,31.68,143-888,서울특별시 광진구 중곡동 98-23번지 1층 ,"서울특별시 광진구 영화사로 48-1, 1층 (중곡동)",4951.0,먹태&노가리,2020-01-23 15:25:47,U,2020-01-25 02:40:00.0,호프/통닭,208044.859674568,450391.26501515,호프/통닭,,,,,,,,,,,,,,N,31.68,,,
13427,13427,3040000,3040000-101-2015-00289,2015-10-14,,1,영업/정상,1,영업,,,,,,71.02,143-847,서울특별시 광진구 능동 222-9 웅래빌딩 ,"서울특별시 광진구 능동로36길 25, 웅래빌딩 1층 (능동)",4985.0,맛닭꼬군자점,2024-04-30 21:29:30,U,2024-05-02 02:40:00.0,호프/통닭,207050.123944184,450419.630067856,호프/통닭,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,71.02,,,
13438,13438,3040000,3040000-101-2015-00300,2015-10-26,,1,영업/정상,1,영업,,,,,,33.0,143-900,서울특별시 광진구 중곡동 220-27 1층 ,"서울특별시 광진구 긴고랑로13길 47, 1층 (중곡동)",4908.0,부대장 인(印),2024-10-14 11:03:23,U,2024-10-16 02:40:00.0,호프/통닭,207230.127066129,451370.171330323,호프/통닭,,,,,,,,,,,,,,N,33.0,,,
13479,13479,3040000,3040000-101-2015-00341,2015-11-23,,1,영업/정상,1,영업,,,,,024565727,60.52,143-825,서울특별시 광진구 구의동 246-94 1층 ,"서울특별시 광진구 자양로18길 48, 1층 (구의동)",5044.0,보드람치킨 구의역점,2024-07-15 11:40:39,U,2024-07-17 02:40:00.0,호프/통닭,207549.822870437,448412.41144438,호프/통닭,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,60.52,,,
13524,13524,3040000,3040000-101-2016-00002,2016-01-06,,1,영업/정상,1,영업,,,,,,58.14,143-915,서울특별시 광진구 화양동 51-6 1층 ,"서울특별시 광진구 능동로15길 12, 1층 (화양동)",5010.0,한명숙피자치킨,2022-02-17 13:25:54,U,2022-02-22 02:40:00.0,호프/통닭,206320.857650403,449212.78652985,호프/통닭,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,58.14,,,
13559,13559,3040000,3040000-101-2016-00037,2016-02-23,,1,영업/정상,1,영업,,,,,02 4582225,74.44,143-830,서울특별시 광진구 구의동 558-11 지1층 ,"서울특별시 광진구 영화사로 67, 지1층 (구의동)",4948.0,언니네,2024-04-30 10:38:44,U,2024-05-02 02:40:00.0,호프/통닭,208206.065922995,450290.749097196,호프/통닭,,,,,,,,,,,,,,N,74.44,,,
13572,13572,3040000,3040000-101-2016-00050,2016-03-08,,1,영업/정상,1,영업,,,,,,26.0,143-843,서울특별시 광진구 자양동 52-65번지 1층 ,"서울특별시 광진구 뚝섬로 476, 1층 (자양동)",5082.0,다모아호프,2019-12-12 11:25:41,U,2019-12-14 02:40:00.0,호프/통닭,205510.476832288,448246.598294724,호프/통닭,,,기타,,,,,,,,,,,N,26.0,,,
13615,13615,3040000,3040000-101-2016-00093,2016-04-07,,1,영업/정상,1,영업,,,,,,33.0,143-865,서울특별시 광진구 자양동 596-8 1층 ,"서울특별시 광진구 뚝섬로52길 30, 1층 (자양동)",5099.0,드렁캔자양점,2023-06-07 14:57:42,U,2023-06-09 02:40:00.0,호프/통닭,206896.739686909,447611.349613647,호프/통닭,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,33.0,,,
13617,13617,3040000,3040000-101-2016-00095,2016-04-08,,1,영업/정상,1,영업,,,,,02 4666030,148.0,143-917,서울특별시 광진구 화양동 48-25번지 2층 ,"서울특별시 광진구 아차산로29길 7, 2층 (화양동)",5019.0,바른치킨건대역2호점,2020-01-23 15:31:47,U,2020-01-25 02:40:00.0,호프/통닭,205948.348025434,448786.669354019,호프/통닭,,,,,,,,,,,,,,Y,148.0,,,
13645,13645,3040000,3040000-101-2016-00123,2016-05-02,,1,영업/정상,1,영업,,,,,,,143-916,서울특별시 광진구 화양동 34-10번지 1층 ,"서울특별시 광진구 아차산로29길 51, 1층 (화양동)",5016.0,쥬쥬치킨,2016-05-02 10:19:37,I,2018-08-31 23:59:59.0,호프/통닭,206036.057543847,448988.267901561,호프/통닭,,,,,,,,,,,,,,N,16.0,,,
13684,13684,3040000,3040000-101-2016-00162,2016-06-10,,1,영업/정상,1,영업,,,,,,62.07,143-916,서울특별시 광진구 화양동 18-2 1층 ,"서울특별시 광진구 광나루로 364, 1층 (화양동)",5008.0,치킨처럼,2022-05-03 11:41:19,U,2022-05-05 02:40:00.0,호프/통닭,206133.420238031,449509.584404216,호프/통닭,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,62.07,,,
13778,13778,3040000,3040000-101-2016-00256,2016-09-30,,1,영업/정상,1,영업,,,,,,71.84,143-847,서울특별시 광진구 능동 223-39 2층 201호,"서울특별시 광진구 능동로36길 32, 2층 201호 (능동)",4985.0,충만치킨군자점,2024-10-15 11:47:22,U,2024-10-17 02:40:00.0,호프/통닭,207070.049679748,450384.113688842,호프/통닭,,,,,,,,,,,,,,N,71.84,,,
13789,13789,3040000,3040000-101-2016-00267,2016-10-07,,1,영업/정상,1,영업,,,,,,67.2,143-889,서울특별시 광진구 중곡동 115-6 1층 ,"서울특별시 광진구 자양로43길 61, 1층 (중곡동)",4953.0,현이자카야,2022-04-13 14:59:37,U,2022-04-16 02:40:00.0,호프/통닭,207868.836448757,450116.499126099,호프/통닭,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,67.2,,,
13800,13800,3040000,3040000-101-2016-00278,2016-10-13,,1,영업/정상,1,영업,,,,,,76.24,143-872,서울특별시 광진구 자양동 650-5 1층 ,"서울특별시 광진구 뚝섬로52나길 64, 1층 (자양동)",5101.0,쿠켄치킨(자양점),2023-03-06 10:59:03,U,2023-03-08 02:40:00.0,호프/통닭,207219.04162881,447522.915421814,호프/통닭,,,,,,,,,,,,,,N,76.24,,,
13842,13842,3040000,3040000-101-2016-00320,2016-12-05,,1,영업/정상,1,영업,,,,,,23.0,143-866,서울특별시 광진구 자양동 612-36번지 1층 ,"서울특별시 광진구 자양로15길 78, 1층 (자양동)",5054.0,바우닭강정,2018-09-05 14:44:06,U,2018-09-05 23:59:59.0,호프/통닭,206942.733694967,448089.516602765,호프/통닭,,,,,,,,,,,,,,N,23.0,,,
13870,13870,3040000,3040000-101-2016-00348,2016-12-22,,1,영업/정상,1,영업,,,,,02 4971102,34.68,143-900,서울특별시 광진구 중곡동 220-78번지 1층 101호,"서울특별시 광진구 능동로49길 16, 1층 101호 (중곡동)",4908.0,강희자얼큰손만두국,2020-05-21 16:00:57,U,2020-05-23 02:40:00.0,호프/통닭,207217.846013151,451375.397521286,호프/통닭,,,,,,,,,,,,,,N,34.68,,,
13885,13885,3040000,3040000-101-2017-00005,2017-01-04,,1,영업/정상,1,영업,,,,,024652050,141.26,143-815,서울특별시 광진구 광장동 530-44 1층 ,"서울특별시 광진구 광나루로 607, 1층 (광장동)",4984.0,교촌치킨 광장점,2022-11-30 15:41:11,U,2022-12-02 02:40:00.0,호프/통닭,208393.169331916,448844.060423878,호프/통닭,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,141.26,,,
13908,13908,3040000,3040000-101-2017-00028,2017-02-03,,1,영업/정상,1,영업,,,,,,20.0,143-832,서울특별시 광진구 구의동 611 구의현대2단지 ,"서울특별시 광진구 광나루로56길 34, 구의현대2단지 지층 14호 (구의동)",5118.0,60계구의광장점,2022-10-12 10:29:11,U,2022-10-14 02:40:00.0,호프/통닭,208403.746065593,448490.239179557,호프/통닭,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,20.0,,,
13950,13950,3040000,3040000-101-2017-00070,2017-03-24,,1,영업/정상,1,영업,,,,,,19.0,143-887,서울특별시 광진구 중곡동 78-11 1층,"서울특별시 광진구 영화사로 5, 1층 (중곡동)",4945.0,신성치킨,2025-03-28 10:48:16,U,2024-12-02 21:00:00.0,호프/통닭,207740.246125806,450698.308302324,,,,,,,,,,,,,,,,,,,
13980,13980,3040000,3040000-101-2017-00100,2017-04-18,,1,영업/정상,1,영업,,,,,02 4553800,203.4,143-821,서울특별시 광진구 구의동 200-21 2층 ,"서울특별시 광진구 아차산로 475, 2층 (구의동)",5034.0,펀비어킹광진구의광장점,2020-07-27 10:05:31,U,2020-07-29 02:40:00.0,호프/통닭,208284.223253304,448712.738273074,호프/통닭,,,,,,,,,,,,,,Y,203.4,,,
13986,13986,3040000,3040000-101-2017-00106,2017-04-26,,1,영업/정상,1,영업,,,,,,33.0,143-900,서울특별시 광진구 중곡동 167-19 1층 ,"서울특별시 광진구 긴고랑로13길 82, 1층 (중곡동)",4908.0,비에이치씨중곡대박,2024-06-10 10:16:56,U,2024-06-12 02:40:00.0,호프/통닭,207320.606477601,451525.103162923,호프/통닭,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,33.0,,,
14057,14057,3040000,3040000-101-2017-00177,2017-07-03,,1,영업/정상,1,영업,,,,,,12.9,143-846,서울특별시 광진구 자양동 236-23 1층 ,"서울특별시 광진구 동일로 42, 1층 (자양동)",5081.0,체리,2023-09-21 09:46:57,U,2023-09-23 02:40:00.0,호프/통닭,205348.244454935,448276.844776458,호프/통닭,,,,,,,,,,,,,,N,12.9,,,
14063,14063,3040000,3040000-101-2017-00183,2017-07-07,,1,영업/정상,1,영업,,,,,,,143-843,서울특별시 광진구 자양동 52-3번지 1층 ,"서울특별시 광진구 뚝섬로 476-5, 1층 (자양동)",5082.0,굿데이호프,2017-07-07 10:30:48,I,2018-08-31 23:59:59.0,호프/통닭,205486.782982207,448242.928748573,호프/통닭,,,,,,,,,,,,,,N,30.6,,,
14075,14075,3040000,3040000-101-2017-00195,2017-07-18,,1,영업/정상,1,영업,,,,,,,143-847,서울특별시 광진구 능동 220-5번지 1층 ,"서울특별시 광진구 천호대로110길 8, 1층 (능동)",4985.0,생활맥주군자역점,2017-07-18 10:13:26,I,2018-08-31 23:59:59.0,호프/통닭,207025.449638759,450451.010047209,호프/통닭,,,,,,,,,,,,,,N,32.65,,,
14079,14079,3040000,3040000-101-2017-00199,2017-07-21,,1,영업/정상,1,영업,,,,,02458 8859,30.0,143-816,서울특별시 광진구 구의동 28-28 1층 ,"서울특별시 광진구 자양로 317-1, 1층 (구의동)",4955.0,노가리클럽,2020-12-24 11:28:45,U,2020-12-26 02:40:00.0,호프/통닭,208200.375381485,450173.280397158,호프/통닭,,,,,,,,,,,,,,N,30.0,,,
14085,14085,3040000,3040000-101-2017-00205,2017-08-01,,1,영업/정상,1,영업,,,,,,120.81,143-914,서울특별시 광진구 화양동 9-80 ,"서울특별시 광진구 아차산로31길 23, 지하1층 (화양동)",5018.0,언리미티드,2023-02-17 13:52:53,U,2023-02-19 02:40:00.0,호프/통닭,206083.027710234,448875.322960656,호프/통닭,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Y,120.81,,,
14102,14102,3040000,3040000-101-2017-00222,2017-08-24,,1,영업/정상,1,영업,,,,,,,143-885,서울특별시 광진구 중곡동 31-24번지 1층 ,"서울특별시 광진구 능동로 384, 1층 (중곡동)",4934.0,초당호프,2017-08-24 10:57:01,I,2018-08-31 23:59:59.0,호프/통닭,207273.904243506,451232.334815952,호프/통닭,,,,,,,,,,,,,,N,31.0,,,
14109,14109,3040000,3040000-101-2017-00229,2017-08-30,,1,영업/정상,1,영업,,,,,,,143-909,서울특별시 광진구 중곡동 555-1번지 1층 ,"서울특별시 광진구 답십리로 388, 1층 (중곡동)",4903.0,브라더탕수,2017-08-30 09:26:02,I,2018-08-31 23:59:59.0,호프/통닭,207313.553042677,452106.822321412,호프/통닭,,,,,,,,,,,,,,N,20.0,,,
14122,14122,3040000,3040000-101-2017-00242,2017-09-08,,1,영업/정상,1,영업,,,,,,31.0,143-899,서울특별시 광진구 중곡동 163-4 1층101호 ,"서울특별시 광진구 능동로 365, 1층 101호 (중곡동)",4914.0,그런데!?,2023-05-31 15:27:38,U,2023-06-02 02:40:00.0,호프/통닭,207164.147517212,451091.183459411,호프/통닭,,,,,,,,,,,,,,N,31.0,,,
14148,14148,3040000,3040000-101-2017-00268,2017-09-28,,1,영업/정상,1,영업,,,,,,,143-847,서울특별시 광진구 능동 222-7번지 ,"서울특별시 광진구 능동로36길 29, 2층 203호 (능동, 베아투스)",4985.0,사계,2017-09-28 09:52:07,I,2018-08-31 23:59:59.0,호프/통닭,207069.483942851,450416.761028704,호프/통닭,,,,,,,,,,,,,,N,56.44,,,
14156,14156,3040000,3040000-101-2017-00276,2017-09-29,,1,영업/정상,1,영업,,,,,,30.0,143-819,서울특별시 광진구 구의동 71-26 102호 ,"서울특별시 광진구 자양로 254, 1층 102호 (구의동)",4975.0,멕시카나구의점,2021-07-15 14:13:00,U,2021-07-17 02:40:00.0,호프/통닭,207854.732904827,449614.894891849,호프/통닭,,,,,,,,,,,,,,N,30.0,,,
14166,14166,3040000,3040000-101-2017-00286,2017-10-17,,1,영업/정상,1,영업,,,,,,20.47,143-839,서울특별시 광진구 군자동 146-10 1층 ,"서울특별시 광진구 동일로52길 39, 1층 (군자동)",4999.0,(1970)추억의수제돈까스,2022-10-05 14:19:54,U,2022-10-07 02:40:00.0,호프/통닭,206412.042918174,450197.798245291,호프/통닭,,,,,,,,,,,,,,N,20.47,,,
14186,14186,3040000,3040000-101-2017-00306,2017-11-02,,1,영업/정상,1,영업,,,,,,,143-841,서울특별시 광진구 자양동 1-3번지 ,"서울특별시 광진구 아차산로 242, 2층 (자양동)",5073.0,다트프린스건대점,2017-11-02 11:08:49,I,2018-08-31 23:59:59.0,호프/통닭,206109.987109224,448630.832988973,호프/통닭,,,,,,,,,,,,,,Y,109.53,,,
14195,14195,3040000,3040000-101-2017-00315,2017-11-08,,1,영업/정상,1,영업,,,,,,53.16,143-847,서울특별시 광진구 능동 279-2 ,"서울특별시 광진구 능동로 298, 2층 (능동)",4985.0,오사카고양이 군자역점2,2024-08-21 13:36:25,U,2024-08-23 02:40:00.0,호프/통닭,206939.066753686,450441.991348117,호프/통닭,,,,,,,,,,,,,,N,53.16,,,
14200,14200,3040000,3040000-101-2017-00320,2017-11-10,,1,영업/정상,1,영업,,,,,,48.0,143-823,서울특별시 광진구 구의동 221-35번지 1층 ,"서울특별시 광진구 아차산로57길 10, 1층 (구의동)",5041.0,모던잡방,2019-05-21 09:12:07,U,2019-05-23 02:40:00.0,호프/통닭,207739.508723773,448517.686207913,호프/통닭,,,,,,,,,,,,,,N,48.0,,,
14245,14245,3040000,3040000-101-2017-00365,2017-12-28,,1,영업/정상,1,영업,,,,,,80.3,143-884,서울특별시 광진구 중곡동 29-81 ,"서울특별시 광진구 능동로 438, 지하1층 (중곡동)",4932.0,동인곱창,2022-07-19 11:27:11,U,2022-07-21 02:40:00.0,호프/통닭,207484.703958681,451719.199497246,호프/통닭,,,,,,,,,,,,,,N,80.3,,,
14326,14326,3040000,3040000-101-2018-00072,2018-03-07,,1,영업/정상,1,영업,,,,,,21.1,143-901,서울특별시 광진구 중곡동 193-27,"서울특별시 광진구 면목로 146, 1층 (중곡동)",4908.0,코스모스,2025-03-11 14:33:47,U,2024-12-02 23:03:00.0,호프/통닭,207137.911997179,451552.095614422,,,,,,,,,,,,,,,,,,,
14334,14334,3040000,3040000-101-2018-00080,2018-03-09,,1,영업/정상,1,영업,,,,,,69.9,143-825,서울특별시 광진구 구의동 246-91 1층 ,"서울특별시 광진구 아차산로53길 10, 1층 (구의동)",5044.0,키히키히,2024-11-11 13:20:52,U,2024-11-13 02:40:00.0,호프/통닭,207532.665620413,448387.799477842,호프/통닭,,,,,,,,,,,,,,N,69.9,,,
14372,14372,3040000,3040000-101-2018-00118,2018-04-11,,1,영업/정상,1,영업,,,,,,36.63,143-866,서울특별시 광진구 자양동 623-29번지 1층 ,"서울특별시 광진구 자양로13길 64, 1층 (자양동)",5057.0,또래오래(자양점),2020-04-17 11:42:28,U,2020-04-21 02:40:00.0,호프/통닭,207098.473439331,447956.957031701,호프/통닭,,,,,,,,,,,,,,N,36.63,,,
14397,14397,3040000,3040000-101-2018-00143,2018-04-26,,1,영업/정상,1,영업,,,,,02457 4456,,143-885,서울특별시 광진구 중곡동 39-1번지 ,"서울특별시 광진구 긴고랑로15길 14, 1층 (중곡동)",4937.0,불스바베큐,2018-05-28 16:28:36,I,2018-08-31 23:59:59.0,호프/통닭,207295.514699082,451143.023528627,호프/통닭,,,,,,,,,,,,,,N,25.0,,,
14405,14405,3040000,3040000-101-2018-00151,2018-05-02,,1,영업/정상,1,영업,,,,,02453 9288,93.5,143-898,서울특별시 광진구 중곡동 24-2 ,"서울특별시 광진구 용마산로 109, 1층 101, 102호 (중곡동)",4935.0,교촌치킨(중곡2호),2022-09-20 11:37:13,U,2022-09-22 02:40:00.0,호프/통닭,207589.232437028,451233.980550899,호프/통닭,,,,,,,,,,,,,,N,93.5,,,
14482,14482,3040000,3040000-101-2018-00228,2018-06-27,,1,영업/정상,1,영업,,,,,,25.0,143-904,서울특별시 광진구 중곡동 244-6 1층 ,"서울특별시 광진구 면목로 102-1, 1층 (중곡동)",4914.0,다와,2024-05-03 13:36:42,U,2024-05-05 02:40:00.0,호프/통닭,206968.572611028,451159.969659086,호프/통닭,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,25.0,,,
14493,14493,3040000,3040000-101-2018-00239,2018-07-03,,1,영업/정상,1,영업,,,,,,37.68,143-914,서울특별시 광진구 화양동 9-25 1층 ,"서울특별시 광진구 아차산로29길 22, 1층 (화양동)",5018.0,고서방,2021-01-14 09:46:34,U,2021-01-16 02:40:00.0,호프/통닭,205996.681847625,448839.623784801,호프/통닭,,,,,,,,,,,,,,N,37.68,,,
